"Location","Pointers","Byte Count","String Value","New String Value"
"aab00","121688","32","@c00精神年齢低い人が多いですね。","@c00A lot of you have some growing@nup to do."
"aab24","12168C","44","@c00ちゃんとした言葉を@nしゃべってください！","@c00Speak properly!"
"aab54","121690","32","@c00愚痴ばかりの人が多いですね。","@c00So many people just complain."
"aab78","121694","22","@c00実力も無いくせに…","@c00Even though you have no@nskills..."
"aab90","121698","26","@c00スーツ、似合わなそう…","@c00A suit...@nProbably wouldn't suit you..."
"aabac","12169C","30","@c00忙しいフリをしてませんか？","@c00Are you just pretending to be@nbusy?"
"aabcc","1216A0","28","@c00ホントはヒマなんでしょ？","@c00You're actually free, aren't@nyou?"
"aabec","1216A4","26","@c00言い訳が上手ですよね？","@c00You're really good at making@nexcuses."
"aac08","1216A8","40","@c00言ってる事とやってる事が@n違います！","@c00What you say and what you do@ndon't match!"
"aac34","1216AC","32","@c00もっと大人になりましょうよ。","@c00Let's try to be more mature."
"aac58","1216B0","32","@c00人間が出来てないようですね。","@c00You don't seem very capable."
"aac7c","1216B4","30","@c00減らず口だけは達者ですね。","@c00You're only good at mouthing@noff."
"aac9c","1216B8","40","@c00どうでもいいことばかり@n喋りますね。","@c00You keep talking about@npointless things."
"aacc8","1216BC","20","@c00大人ってずるい…","@c00Adults don't play fair..."
"aace0","1216C4","42","@c06どーも、@n良くわかっていないようだね。","@c06Somehow it seems...@nYou just don't get it."
"aad0c","1216C8","42","@c06楽しいことばかりじゃないぜ、@nボウズ。","@c06It's not all fun and games, kid."
"aad38","1216CC","42","@c06何日も家に帰れない@nつらさがわかるか？","@c06Do you even understand the pain@nof not going home for days?"
"aad64","1216D0","34","@c06ベッドを買ったのに寝袋生活だ！","@c06I bought a comfy bed, but I'm@nstill living in a sleeping bag!"
"aad88","1216D4","32","@c06フン、だめや@nこわないやん。","@c06Hmph, ya don't scare me."
"aadac","1216D8","46","@c06このツラサがお前にわかるか！@nわかるまい！","@c06Do you comprehend this@nsuffering!? I doubt it!"
"aaddc","1216DC","32","@c06ストレスたまると食欲が増す！","@c06Stress makes me overeat!"
"aae00","1216E0","34","@c06クリエイターをなめるなぁぁぁ！","@c06Don't look down on devs!"
"aae24","1216E4","44","@c06そんな言われ方は不愉快だ！@nふざけるな！","@c06That's not funny!@nSaying it like that is@noffensive!"
"aae54","1216E8","42","@c06誰だって@nゲームが好きに決まっている！","@c06Of course everyone loves games!"
"aae80","1216EC","28","@c06思い上がりのどこが悪い！","@c06And why shouldn't I be proud!?"
"aaea0","1216F0","28","@c06誰が俺をこんな風にした！","@c06And whose fault is that?!"
"aaec0","1216F4","34","@c06バグが無くなるわけがなかろう！","@c06There's no way to eliminate all@nbugs!"
"aaee4","1216F8","32","@c06知ったかぶりでモノを言うな！","@c06Don't talk like you know@neverything!"
"aaf08","1216FC","36","@c06オイ！オメエ！@nムカツクんだよ！","@c06Hey!@nYou're pissing me off!"
"aaf30","121700","50","@c06恋人が出来ないツラサがわかるか@n！！！！！！！","@c06Do you know how hard it is not@nbeing able to get a@ngirlfriend?!?"
"aaf64","121704","42","@c06これが遊んでいるように@n見えるのかぁ！","@c06You think this is a game?!"
"aaf90","121708","54","@c06持ち上げられて落とされる…@n味わったことがあるか！","@c06Have any idea what it's like@nbeing praised to heaven and then@ndamned to hell next?!"
"aafc8","12170C","38","@c06人並みの幸福を求めて@nなぜ、悪い！","@c06What's wrong with wanting a@nnormal, happy life?!"
"aaff0","121710","26","@c06金を稼いでどこが悪い！","@c06What's wrong with making money!?"
"ab00c","121714","24","@c06開き直るのが鉄則だ！","@c06Being defiant is non-negotiable!"
"ab028","121718","34","@c06誰もオレの事をわかっちゃない！","@c06No one truly understands me!"
"ab04c","12171C","22","@c06うんざりなんだよ！","@c06I'm so sick of this!"
"ab064","121720","52","@c06ワガママユーザー、お堅い上司！@nやってられるか！","@c06Selfish users, uptight bosses...@nI can't take it anymore!"
"ab09c","121724","30","@c06人を思いやるヒマもねぇさ！","@c06I don't even have time to care@nabout others!"
"ab0bc","121728","40","@c06自分の身を守るのに@n精一杯なんだよ！","@c06I'm barely managing to protect@nmyself!"
"ab0e8","12172C","34","@c06もう、何も言われたくないんだ！","@c06Ugh, I don't wanna hear it!"
"ab10c","121730","32","@c06誰に向かって話をしてるんだ？","@c06Who do you think you're talking@nto?"
"ab130","121734","24","@c06なんでもいいんだよ！","@c06It doesn't even matter!"
"ab14c","121738","24","@c06バカにしてんのか！？","@c06Are you mocking me!?"
"ab168","12173C","48","@c06時間が足りないんだ！@n相手してるヒマはねぇ！","@c06There's no time!@nI can't waste a second on you!"
"ab19c","121740","38","@c06言いたいことばかり@n言いやがって！","@c06You just say whatever you want!"
"ab1c4","121744","38","@c06人の気も知らず、@nいい気なもんだ！","@c06You act all high and mighty@nwithout considering others!"
"ab1ec","121748","50","@c06ひたすら冷遇される…@nこの気持ち、わかるか？！","@c06Constantly being treated@ncoldly...can you even understand@nhow that feels?!"
"ab220","12174C","32","@c06火遊びはたいがいにしときな。","@c06There's usually no time to fool@naround."
"ab244","121750","32","@c06ズルい奴が笑う@nこれが常識だ","@c06Nice guys finish last!"
"ab268","121754","62","@c06友達が一人…また一人と去って…@nまだ何かを奪うってのか？！","@c06One by one...my friends leave...@nAre you going to take more from@nme?!"
"ab2a8","121758","40","@c06仕事の達成感が…@n忘れられないんだ！","@c06The feeling of accomplishment at@nwork...I can't forget it!"
"ab2d4","12175C","36","@c06ユーザーとの約束？@n笑わせるな！","@c06A promise to the users?@nDon't make me laugh!"
"ab2fc","121760","28","@c06過去の栄光は永遠なのだ！","@c06Past glory is eternal!"
"ab31c","121764","30","@c06解ってねぇ奴は何も言うな！","@c06If you don't get it, then shut@nup!"
"ab33c","121768","30","@c06知ったかぶりの口をきくな！","@c06Think before you speak!"
"ab35c","12176C","34","@c06理想論ばかり並べるな！@nガキ！","@c06All you have are pipe dreams,@nkid!"
"ab380","121770","24","@c06偉そうな口をきくな！","@c06Don't talk like you're above me!"
"ab39c","121774","30","@c06オレを無視するんじゃねぇ！","@c06Don't you dare ignore me!"
"ab3bc","121778","22","@c06オレを巻きこむな！","@c06Don't drag me into this!"
"ab3d4","12177C","20","@c06ムカツクんだよ！","@c06You're pissing me off!"
"ab3ec","121780","26","@c06給料あがらねぇんだよ！","@c06My salary isn't going up!"
"ab408","121784","22","@c06誰もいねぇぇぇぇ！","@c06There's no one heeeeere!"
"ab420","121788","28","@c06締め切りまもらねぇぇぇ！","@c06I can't meet the deadliiiines!"
"ab440","12178C","22","@c06大人に意見するな！","@c06I've been doing this since@nbefore you were born!"
"ab458","121790","22","@c06無理を通すんだよ！","@c06There's no way you'll push that@nthrough!"
"ab470","121794","20","@c06道理はいらねぇ！","@c06I don't need to justify myself@nto you!"
"ab488","121798","28","@c06義理人情で仕事できるか！","@c06Who can work for just duty and@nloyalty?!"
"ab4a8","12179C","18","@c06休みをよこせ！","@c06When's my break?!"
"ab4bc","1217A0","24","@c06遊びじゃねぇんだよ！","@c06This isn't a game!"
"ab4d8","1217A4","26","@c06楽だと思ってんのか！？","@c06You think this is easy!?"
"ab4f4","1217A8","24","@c06オレが法律なんだよ！","@c06I AM the law!"
"ab510","1217AC","16","@c06うるせぇっ！","@c06Shuddup!"
"ab524","1217B0","16","@c06あっちいけ！","@c06Get lost!"
"ab538","1217B4","10","@c06帰れ！","@c06Go home!"
"ab544","1217B8","40","@c06ユーザーなんぞ@nほっときゃいいんだ！","@c06Forget about the users!"
"ab570","1217BC","24","@c06俺はこの道４０年だ！","@c06I've been at this for 40 years!"
"ab58c","1217C0","28","@c06誰だってやってることだ。","@c06Everyone does it."
"ab5ac","1217C4","24","@c06オ、オレは悪くない！","@c06I-I'm not the bad guy here!"
"ab5c8","1217C8","32","@c06こんなオレでも務まる仕事さ。","@c06Even someone like me can do this@njob."
"ab5ec","1217CC","26","@c06夢を見たきゃ、帰りな。","@c06If you want to dream, go home."
"ab608","1217D0","34","@c06オレの代りは@nいくらでもいる。","@c06There's plenty of people who can@ncover for me."
"ab62c","1217D4","34","@c06辞められればとっくに辞めてる。","@c06If I could quit, I would have@nages ago."
"ab650","1217D8","28","@c06低賃金でやってられるか！","@c06Who can work for such low pay?!"
"ab670","1217DC","18","@c06オレが真実だ！","@c06I'll be the judge of that!"
"ab684","1217E0","24","@c06悪魔に魂、安売りだ！","@c06Selling my soul to the devil for@ncheap!"
"ab6a0","1217E4","32","@c06しょせん、才能の切り売りさ。","@c06We're just selling our talent@npiece by piece."
"ab6c4","1217E8","34","@c06若いウチからこんな所に来るな。","@c06Don't work at a place like this@nwhile you're still young."
"ab6e8","1217EC","26","@c06このまま消える運命さ。","@c06I'm destined to fade away like@nthis."
"ab704","1217F0","32","@c06仕事をしたきゃ、耳を塞ぎな。","@c06You can't work without turning a@nblind eye to certain things."
"ab728","1217F4","26","@c06帰れるだけマシなんだ！","@c06At least you can just go home!"
"ab744","1217F8","20","@c06俺を殴ってみろ！","@c06Go on, hit me!"
"ab75c","1217FC","30","@c06残業４００時間オーバーだ！","@c06I work over 400 hours a month!"
"ab77c","121800","28","@c06労働基準法を知ってるか？","@c06Do you even know about labor@nlaws?"
"ab79c","121804","28","@c06自虐ネタは、うんざりだ！","@c06Enough with the self-deprecating@nhumor!"
"ab7bc","121808","24","@c06金を使う暇がないぞ。","@c06I don't even have time to enjoy@nthe money I make."
"ab7d8","12180C","34","@c06きゅ、救急車呼んでくれ・・・。","@c06C-Call an ambulance...@n* clenches heart *"
"ab7fc","121810","34","@c06ＯＫといったが、ＧＯではない！","@c06I said ""okay,"" not ""go!"""
"ab820","121814","18","@c06出来るんだよ。","@c06It can be done."
"ab834","121818","20","@c06おもしろいよな？","@c06Isn't this fun?"
"ab84c","12181C","20","@c06俺なら３秒だよ。","@c06For me, three seconds is all it@ntakes!"
"ab864","121820","50","@c06給料もらってアーティストを@n気取るんじゃねえ！","@c06Don't act like an artist while@nyou accept pay!"
"ab898","121824","44","@c06開発者が写真うつりを@n気にしてどうする！","@c06Why should a developer care@nabout looking good?!"
"ab8c8","121828","50","@c06思いつきを仕様書に@nまとめる身にもなってみろ！","@c06You try consolidating all your@nideas onto a GD-ROM!"
"ab8fc","12182C","50","@c06カラオケでアニソンばかり@n歌ってるんじゃねえ！","@c06Stop singing only anime songs@nat karaoke!"
"ab930","121830","54","@c06オタクが嫌いなのは@n近親憎悪だってなぜ気づかない！","@c06Don't you get it?! You hate@notaku because you're so alike!"
"ab968","121834","58","@c06レトルトカレーの食べ比べは@nグルメって言わないんだよ！","@c06Comparing instant curries@ndoesn't make you a gourmet!"
"ab9a4","121838","56","@c06なぜゲームというのは@nいつまでも完成しないんだああ！","@c06Is every game stuck in@ndevelopment hell?!"
"ab9e0","12183C","22","@c06人生再インストール","@c06Reinstalling life..."
"ab9f8","121840","52","@c06３２ドット１６色あれば@n世界の全てを表現できる！","@c0632 pixels and 16 colors are@nenough to express anything!"
"aba30","121844","34","@c06これも仕様だと言うのかあああ！","@c06You call this a feature?!"
"aba54","121848","44","@c06横画面で縦シューなんか@n邪道だああああ！","@c06Vertical shooters on a@nhorizontal screen is heresy!"
"aba84","12184C","24","@c06特殊コンパネ最高〜！","@c06Special arcade cabinets are@nthe best!"
"abaa0","121850","38","@c06抱き枕の数は@n勲章じゃないからな。","@c06Having a bunch of body pillows@nisn't an achievement."
"abac8","121854","42","@c06ゲームにポリゴンなど@n必要ないのだよ！","@c06We don't need stuff like@npolygons in games!"
"abaf4","121858","26","@c06いいから予算をよこせ！","@c06Just hand over the budget@nalready!"
"abb10","12185C","48","@c06なぜ秋葉原に行くと@n知り合いに会うのだろう。","@c06Why do I always run into people@nthat I know in Akihabara?"
"abb44","121860","44","@c06彼女が欲しい〜！@n実在しなくてもいい〜！","@c06I want a girlfriend!@nShe doesn't even have to be@nreal!"
"abb74","121864","50","@c06ヨメさんが欲しい〜！@n人間じゃなくてもいい〜！","@c06I want a wife!@nEven if she isn't human!"
"abba8","121868","40","@c06彼女が欲しい〜！@nもう男でもいい〜！","@c06I want a girlfriend!@nEven if it's a guy, I don't@ncare!"
"abbd4","12186C","44","@c06オレの有明は@n誰にも止められない・・・。","@c06No one can stop my Ariake@njourney..."
"abc04","121870","48","@c06Ｇジャンに皮手袋は@nオシャレって言わないぞ。","@c06I wouldn't call a denim jacket@nand leather gloves@n""dressing up."""
"abc38","121874","50","@c06中も見ないようなポスターを@n集めるんじゃない！","@c06Stop collecting posters you@ndon't even look at!"
"abc6c","121878","22","@c06順調に遅れてます！","@c06Everything is going well...@nbehind schedule!"
"abc84","12187C","40","@c06ゲームデザイナーという@n職業はない！","@c06There's no such job called@n""game designer!"""
"abcb0","121880","22","@c06バグも味のうちだ！","@c06Bugs are part of the appeal!"
